TipoVehiculo:Matricula:Marca:Modelo:Color:Precio:Bastidor:Disponible
0 - :946116979743135:1691HZD:Audi:rs7:rojo:120.0:true:2446:3973
0 - :723116139923922:7896JTX:Bmw:mondeo:morado:4000.0:true:1590:1817
0 - :312927286171946:8624DDJ:Citroen:m3:Amarillo:805.0:true:833:1618
0 - :536388782681826:7166PKF:LandRover:sqv:negro:90.0:true:2318:2347
0 - :455271594666773:2374JÑT:Mercedes:amg gtr:negro:120.0:true:691:1123
0 - :871121383115368:3611RXJ:Opel:m3:Rojo:300.0:true:1756:4950
0 - :275647225186128:2324ÑBÑ:Opel:rs7:morado:300.0:true:2181:1925
0 - :569217931691633:6681FNM:Seat:sqv:blanco:300.0:true:1279:3968
0 - :397941182929192:9517HÑL:Seat:sqv:negro:60.0:true:1047:2764
0 - :724315379351316:6735MTC:Seat:Leon:blanco:90.0:true:1580:1016
