TipoVehiculo:Matricula:Marca:Modelo:Color:Precio:Bastidor:Disponible
2 - :757527992659943:6766WHS:Bmw:opc:morado:300.0:true:9:false
2 - :577416194514841:1531YZV:Citroen:sqv:blanco:805.0:true:5:true
2 - :112941417354141:9239QTD:Ford:mondeo:Amarillo:50.0:true:7:false
2 - :458993942293378:2498QBM:LandRover:sqv:Rojo:4000.0:true:2:false
2 - :119446819418415:6900ÑSÑ:Mercedes:opc:Verde:50.0:true:2:false
2 - :354951192288711:8462QYS:Mercedes:amg gtr:blanco:4000.0:true:6:false
2 - :863141715743214:5890BMT:Opel:opc:morado:4000.0:true:8:false
2 - :266698976345521:7207FNF:Seat:sqv:rojo:90.0:true:9:true
2 - :189217974755681:5471WKK:Seat:sqv:morado:90.0:true:5:true
2 - :111458111185136:4529MVK:Seat:rs7:Amarillo:805.0:true:2:true
