TipoVehiculo:Matricula:Marca:Modelo:Color:Precio:Bastidor:Disponible
0 - :903470926399924:3047QXP:Audi:Leon:Rojo:60.0:true:2344:3477
0 - :349629686397700:0583HKP:Audi:sqv:Rojo:90.0:true:295:2826
0 - :982538952291500:3060HTS:Bmw:amg gtr:blanco:50.0:true:1679:3990
0 - :140627207712181:7235FBQ:Bmw:opc:blanco:4000.0:true:2153:4463
0 - :603912248636304:5608BTH:Ford:Leon:morado:60.0:true:2555:1894
0 - :994057916638410:5646YQB:Ford:amg gtr:morado:60.0:true:1112:1301
0 - :131755818806066:5149VFG:Ford:rs7:Rojo:300.0:true:2299:4751
0 - :827586853993561:4774ÑDL:LandRover:sqv:blanco:300.0:true:1486:1790
0 - :141237865297604:6819TQÑ:Seat:sqv:blanco:120.0:true:696:4330
0 - :446752511374161:6376MFB:Seat:sqv:Rojo:90.0:true:888:2690
