TipoVehiculo:Matricula:Marca:Modelo:Color:Precio:Bastidor:Disponible
2 - :778608727519794:7451CGF:Bmw:m3:blanco:800.0:true:7:false
2 - :974592075309967:5964NWF:Bmw:opc:Amarillo:60.0:true:9:true
2 - :150585887193290:1008TPS:Ford:mondeo:negro:800.0:true:9:true
2 - :278084970201616:3057ÑKZ:Ford:Leon:Amarillo:120.0:true:9:false
2 - :230806131329223:2877WBW:Mercedes:mondeo:negro:90.0:true:5:false
2 - :227256509941921:5730LQH:Mercedes:Leon:Verde:50.0:true:5:true
2 - :2461474798121:6366BXF:Mercedes:Leon:Verde:120.0:true:8:true
2 - :594443541489567:0790RQK:Mercedes:opc:Amarillo:60.0:true:8:true
2 - :625041168844021:5446CWV:Opel:Leon:morado:120.0:true:5:false
2 - :994552887433301:5885BWY:Opel:sqv:negro:120.0:true:6:true
